NUMERO DE ORDEM       @ANOMES@COD.NCM @DESCRICAO DO CODIGO NCM       @PAIS@PAIS DE ORIGEM      @PAIS@PAIS DE AQUISICAO   @UND.ESTAT.@UNIDADE DE MEDIDA   @UNIDADE COMERC.     @DESCRICAO DO PRODUTO                                                                                                                                                                                                                                      @QTDE ESTATISTICA   @PESO LIQUIDO       @VMLE DOLAR        @VL FRETE DOLAR    @VL SEGURO DOLAR   @VALOR UN.PROD.DOLAR  @QTD COMERCIAL. @TOT.UN.PROD.DOLAR    @UNIDADE DESEMBARQUE           @UNIDADE DESEMBARACO           @INCOTERM@NAT.INFORMACAO @SITUACAO DO DESPACHO               ,,,,,,,,,,,,,,,,,,,,,,,,,,
0000000037520003400003@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@249@ESTADOS UNIDOS      @249@ESTADOS UNIDOS      @11@UNIDADE             @PEÇAS               @M7284Q1082/U - SERVOMOTOR MODULANTE, SINAL 4-20MA, 150LB-IN, 24-120-230V, -40 A 60¨C, 60HZ, STROKE DE 90¨, TEMPO DE 30 S                                                                                                                                  @           18,00000@           50,94000@           1397,84@            464,33@              0,93@           87,9100000@        1,00000@           87,9100000@N/INFORMADO                   @AEROPORTO INTERNACIONAL DE VIR@FCA@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,,,
0000000011530002700001@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@351@HONG KONG           @11@UNIDADE             @PECAS               @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE CONDENSADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM.**SUFRAMA**MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE CONDENSADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM, POTE@          960,00000@         1948,80000@           6045,16@            391,88@              3,48@            6,2590000@      480,00000@         3004,3200000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,
0000000011530002700002@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@351@HONG KONG           @11@UNIDADE             @PECAS               @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM.**SUFRAMA**MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM, POTENC@          960,00000@         1948,80000@           6045,16@            391,88@              3,48@            6,1770000@      480,00000@         2964,9600000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,
0000000011380002400001@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@351@HONG KONG           @11@UNIDADE             @UNT                 @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM.**SUFRAMA**MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM, POTENC@          315,00000@          675,67500@           2017,42@            165,22@              1,16@            6,3020000@      315,00000@         1985,1300000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,
0000000699720002700001@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@351@HONG KONG           @11@UNIDADE             @PECAS               @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM.**SUFRAMA**MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM, POTENC@          840,00000@          985,32000@           3817,97@            275,12@              2,03@            4,4810000@      840,00000@         3764,0400000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,
0000000699650002700001@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@351@HONG KONG           @11@UNIDADE             @PECAS               @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM.**SUFRAMA**MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM, POTENC@          560,00000@          656,88000@           2547,59@            183,41@              1,35@            4,4810000@      560,00000@         2509,3600000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,
0000001398430001900001@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@160@CHINA, REPUBLICA POP@11@UNIDADE             @PC                  @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM.220V,60HZ,17W,1300RPM** AA: 0001; AB: 0001(40W), AC:0003 (1300RPM) DB31-00680A                                                        @          330,00000@            4,95000@           2294,79@              2,68@              1,95@            6,9530000@      165,00000@         1147,2450000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,
0000001398430001900002@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@160@CHINA, REPUBLICA POP@11@UNIDADE             @PC                  @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM.220V,60HZ,17W,1300RPM** AA: 0001; AB: 0001(40W), AC:0003 (1300RPM) DB31-00680A                                                        @          330,00000@            4,95000@           2294,79@              2,68@              1,95@            6,9530000@      165,00000@         1147,2450000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,
0000001399320001900001@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@160@CHINA, REPUBLICA POP@11@UNIDADE             @PC                  @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM.220V,60HZ,17W,1300RPM** AA: 0001; AB: 0001(40W), AC:0003 (1300RPM) DB31-00680A                                                        @          330,00000@            4,95000@           2294,79@              2,68@              1,95@            6,9530000@      165,00000@         1147,2450000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,
0000001399320001900002@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@160@CHINA, REPUBLICA POP@11@UNIDADE             @PC                  @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM.220V,60HZ,17W,1300RPM** AA: 0001; AB: 0001(40W), AC:0003 (1300RPM) DB31-00680A                                                        @          330,00000@            4,95000@           2294,79@              2,68@              1,95@            6,9530000@      165,00000@         1147,2450000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@ADMINISTRATIVA @DI DESEMBARAÇADA                                  ,,,,,,,,,,
0000001400610001900001@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@160@CHINA, REPUBLICA POP@11@UNIDADE             @PC                  @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM. **SUFRAMA**220V,60HZ,17W,1300RPM** AA: 0001; AB: 0001(40W), AC:0003 (1300RPM) DB31-00680A                                            @          330,00000@            4,95000@           2294,79@              2,68@              1,95@            6,9530000@      165,00000@         1147,2450000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,,
0000001400610001900002@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@160@CHINA, REPUBLICA POP@11@UNIDADE             @PC                  @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM. **SUFRAMA**220V,60HZ,17W,1300RPM** AA: 0001; AB: 0001(40W), AC:0003 (1300RPM) DB31-00680A                                            @          330,00000@            4,95000@           2294,79@              2,68@              1,95@            6,9530000@      165,00000@         1147,2450000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,,
0000001400110001800001@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@160@CHINA, REPUBLICA POP@11@UNIDADE             @PC                  @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM. **SUFRAMA**220V,60HZ,17W,1300RPM** AA: 0001; AB: 0001(40W), AC:0003 (1300RPM) DB31-00680A                                            @          410,00000@            6,15000@           2851,13@              2,66@              2,39@            6,9530000@      410,00000@         2850,7300000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,,
0000001401790001900001@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@160@CHINA, REPUBLICA POP@11@UNIDADE             @PC                  @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM. **SUFRAMA**220V,60HZ,17W,1300RPM** AA: 0001; AB: 0001(40W), AC:0003 (1300RPM) DB31-00680A                                            @          330,00000@            4,95000@           2294,79@              2,68@              1,95@            6,9530000@      165,00000@         1147,2450000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,,
0000001401790001900002@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@160@CHINA, REPUBLICA POP@11@UNIDADE             @PC                  @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM. **SUFRAMA**220V,60HZ,17W,1300RPM** AA: 0001; AB: 0001(40W), AC:0003 (1300RPM) DB31-00680A                                            @          330,00000@            4,95000@           2294,79@              2,68@              1,95@            6,9530000@      165,00000@         1147,2450000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,,
0000000282320001800001@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@023@ALEMANHA            @767@SUICA               @11@UNIDADE             @UNIDADE             @P/N: 24131161 - MOTOR HBI2660-CAN, 24W - GEARBOX INCLUSA                                                                                                                                                                                                  @            2,00000@            2,80000@           1610,70@             19,42@              0,00@          961,7400000@        1,00000@          961,7400000@N/INFORMADO                   @SAO PAULO                     @FCA@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,,
0000000282320001800002@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@023@ALEMANHA            @767@SUICA               @11@UNIDADE             @UNIDADE             @P/N: 24132756 - MOTOR SH-XS2 CAN SERVO 0,19Nm - 24W                                                                                                                                                                                                       @            2,00000@            2,80000@           1610,70@             19,42@              0,00@          648,9600000@        1,00000@          648,9600000@N/INFORMADO                   @SAO PAULO                     @FCA@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,,
0000000280420001700001@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@160@CHINA, REPUBLICA POP@11@UNIDADE             @PECA                @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE EVAPORADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM.**SUFRAMA**MODELO: (YYK30-4-60, NAO SINCRONO, CARCACA FECHADA, C CONECTORES, 30WATTS, POTENCIA EM KW: 0,030; ROTACAO (RPM): 1180, TENS@          388,00000@          967,67200@           3709,65@            391,89@             20,17@            9,4084000@      388,00000@         3650,4592000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,
0000000280420001800001@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@160@CHINA, REPUBLICA POP@11@UNIDADE             @PECA                @MOTOR ELETRICO DE CORRENTE ALTERNADA, MONOFASICO, PARA UNIDADE CONDENSADORA DO CONDICIONADOR DE AR TIPO SPLIT SYSTEM.**SUFRAMA**MODELO: YDK31-6B-60, NAO SINCRONO, CARCACA FECHADA, C CONECTORES, 31WATTS, POTENCIA EM KW: 0,031; ROTACAO (RPM): 1250, TEN@          388,00000@          712,36800@           2405,45@            288,50@             13,08@            6,0873000@      388,00000@         2361,8724000@N/INFORMADO                   @PORTO DE MANAUS               @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,
0000000059480000200001@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@548@NOVA ZELANDIA       @11@UNIDADE             @PECA                @3054269 - MOTOR ELETRONICO WELLINGTON 20W 230V 50/60HZ 1400RPM.                                                                                                                                                                                           @         3240,00000@         2332,80000@          45123,83@           1035,00@              0,00@           13,7900000@     3240,00000@        44679,6000000@N/INFORMADO                   @PORTO DE SANTOS               @FCA@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,,
0000000058170000300001@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@160@CHINA, REPUBLICA POP@11@UNIDADE             @PECA                @YJ58-16 - MOTOR ELETRICO, DE CORRENTE ALTERNADA, MONOFASICO, POTENCIA 16 W, VOLTAGEM 220V, FREQUENCIA 60HZ, ASSINCRONO, HORARIO. MP1802 C.W.                                                                                                              @        14000,00000@         4340,00000@          21445,43@            161,07@             23,74@            1,5300000@     4000,00000@         6120,0000000@N/INFORMADO                   @ITAJAI                        @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,
0000000058170000300002@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@160@CHINA, REPUBLICA POP@11@UNIDADE             @PECA                @YJ58-16 - MOTOR ELETRICO, DE CORRENTE ALTERNADA, MONOFASICO, POTENCIA 16 W, VOLTAGEM 127V, FREQUENCIA 60HZ, ASSINCRONO, HORARIO. MP1803 C.W.                                                                                                              @        14000,00000@         4340,00000@          21445,43@            161,07@             23,74@            1,5300000@     2000,00000@         3060,0000000@N/INFORMADO                   @ITAJAI                        @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,
0000000058170000300003@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@160@CHINA, REPUBLICA POP@11@UNIDADE             @PECA                @YJ58-16 - MOTOR ELETRICO, DE CORRENTE ALTERNADA, MONOFASICO, POTENCIA 16 W, VOLTAGEM 127V, FREQUENCIA 60HZ, ASSINCRONO, HORARIO. MP301 C.C.W.                                                                                                             @        14000,00000@         4340,00000@          21445,43@            161,07@             23,74@            1,5300000@     3000,00000@         4590,0000000@N/INFORMADO                   @ITAJAI                        @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,
0000000058170000300004@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@160@CHINA, REPUBLICA POP@11@UNIDADE             @PECA                @YJ58-16 - MOTOR ELETRICO, DE CORRENTE ALTERNADA, MONOFASICO, POTENCIA 16 W, VOLTAGEM 220V, FREQUENCIA 60HZ, ASSINCRONO, HORARIO. MP300 C.C.W.                                                                                                             @        14000,00000@         4340,00000@          21445,43@            161,07@             23,74@            1,5300000@     5000,00000@         7650,0000000@N/INFORMADO                   @ITAJAI                        @FOB@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,
0000000053340000300001@201802@85011029@OUTS.MOTS.ELÉTR.D/CORRENTE ALT@160@CHINA, REPUBLICA POP@493@MEXICO              @11@UNIDADE             @UNIDADE             @620042713 - MOTOR AGITADOR OLYMPUS 230V/50-60Hz/10W - COD DATASUL 02.06.3018                                                                                                                                                                              @           15,00000@           34,55101@           1472,85@            276,62@              2,01@           98,1900000@       15,00000@         1472,8500000@N/INFORMADO                   @AEROPORTO INTERNACIONAL DO RIO@EXW@   EFETIVA     @DI DESEMBARAÇADA                                  ,,,,,,,,,,,,,,,,,
